t,Q,P,Bar,Eta
2024-02-12 07:33:53,0.02692098,50.3365,26.76546,0.6983272273716293
2024-02-12 07:48:53,0.026902819999999997,50.2055,26.74,0.6976436173415383
2024-02-12 08:03:53,0.0273842,52.5105,27.36182,0.7005556685846758
2024-02-12 08:18:53,0.02740918,53.497,27.75455,0.702976379462777
2024-02-12 08:33:53,0.02684151,49.368,26.54546,0.6926117762506483
2024-02-12 08:48:53,0.02683016,49.8465,26.74364,0.694436319846113
2024-02-12 09:03:53,0.02690509,50.228,26.72182,0.6983721944501472
2024-02-12 09:18:53,0.02695958,49.472,26.65818,0.6881092361983747
2024-02-12 09:33:53,0.026868760000000002,49.9845,26.64182,0.6980159969874792
2024-02-12 09:48:53,0.02693233,49.798,26.68,0.6927773590748082
2024-02-12 10:03:53,0.026995909999999998,49.798,26.69091,0.6908632413581235
2024-02-12 10:18:53,0.02692098,50.3315,26.66182,0.7009721339790076
2024-02-12 10:33:53,0.02695277,49.8455,26.70182,0.6923460599089567
2024-02-12 10:48:53,0.02697775,50.02,26.69455,0.6943155548031692
2024-02-12 11:03:53,0.026957309999999998,49.919,26.70546,0.6931556990163716
2024-02-12 11:18:53,0.0267961,49.2565,26.64182,0.6897148980409669
2024-02-12 11:33:53,0.026957309999999998,50.1805,26.75091,0.6956029396224637
2024-02-12 11:48:53,0.026902819999999997,50.13,26.69637,0.697732934970817
2024-02-12 12:03:53,0.02690963,49.6645,26.71455,0.6906086531701022
2024-02-12 12:18:53,0.026934609999999998,50.06,26.71637,0.6954153004346897
2024-02-12 12:33:53,0.02698229,50.2845,26.75637,0.6962571610611489
2024-02-12 12:48:53,0.02696185,50.7075,26.75818,0.7025989197623327
2024-02-12 13:03:53,0.026934609999999998,50.1905,26.73818,0.6966594386238317
2024-02-12 13:18:53,0.02694142,50.543,26.89273,0.6973441783314323
2024-02-12 13:33:53,0.02692098,49.945,26.73273,0.6937442195801302
2024-02-12 13:48:53,0.026902819999999997,50.0145,26.66545,0.6969325457812017
2024-02-12 14:03:53,0.027209360000000002,52.8805,27.40727,0.7088477830285977
2024-02-12 14:18:53,0.02742961,52.742,27.73637,0.6929930466472277
2024-02-12 14:33:53,0.027481839999999997,53.6555,27.75273,0.7032411353647637
2024-02-12 14:48:53,0.02730927,52.3715,27.31818,0.7017375187351637
2024-02-12 15:03:53,0.02744096,54.4,27.87637,0.7108941103984476
2024-02-12 15:18:53,0.02727521,52.3205,27.33273,0.7015559443699566
2024-02-12 15:33:53,0.02737057,53.519,27.68909,0.7059224648063123
2024-02-12 15:48:53,0.02688011,49.6945,26.55273,0.6960006445255761
2024-02-12 16:03:53,0.026902819999999997,49.9825,26.65636,0.6967241449442315
2024-02-12 16:18:53,0.0269119,50.0195,26.66545,0.6967670522259715
2024-02-12 16:33:53,0.026914169999999998,50.2525,26.64545,0.7004790635419673
2024-02-12 16:48:53,0.02693007,49.599,26.66727,0.6903962401727025
2024-02-12 17:03:53,0.026896,49.921,26.63636,0.6965659511386281
